precip_type,total,total_accumulation,total_trace,ice,ice_accretion,ice_trace,note,narrative,id,city,state,zipcode,start,end,location_id
Snow,Widely Scattered Coating,0.0,Widely Scattered Coating,N/A,0,,,Upper Level Disturbance Brings Snow Shower February 6th. A few flurries and snow showers moved through the area between 10:00 AM and 1:00 PM February 6th. Temperatures ranged from 25 - 30 degrees.,29135,Barnstable Town,MA,02601,2018-02-06T07:00:00,2018-02-06T13:00:00,38988
Wintry Mix,2.1,2.1,,Coating,0,Coating,,Low Pressure Brings Wintry Mess February 7th. A steady snow entered the area between 10:00 and 11:00 AM February 7th with temperatures ranging from 30 - 32 degrees. The snow quickly became moderate to heavy at times before changing to sleet and freezing rain between 2:00 and 3:00 PM that afternoon. Freezing rain quickly changed to plain rain after 4:00 - 5:00 PM as temperatues rose into the mid to upper 30s. The changing of precipitation types made this a very dense accumulation that was heavier than normal.,29163,Boston,MA,02111,2018-02-07T09:00:00,2018-02-07T23:00:00,38884
Wintry Mix,2.5,2.5,,0.3,0.3,,,"Low Pressure Brings Wintry Mess February 7th. A steady snow entered the area between 9:00 and 10:00 AM February 7th with temperatures in the low the 20s. The snow quickly became moderate to heavy at times before changing to sleet and freezing rain between 12:00 and 2:00 PM that afternoon. Freezing rain persisted through the evening before tapering off between 7:00 and 9:00 PM that evening. At the very end of the event, the precipitation changed back to a brief period of light snow. Temperatures rose to 30 - 32 degrees by the end of the event. The changing of precipitation types made this a very dense accumulation that was heavier than normal.",29163,Springfield,MA,01103,2018-02-07T09:00:00,2018-02-07T23:00:00,38791
Wintry Mix,2.8,2.8,,0.2,0.2,,,"Low Pressure Brings Wintry Mess February 7th. A steady snow entered the area between 9:00 and 11:00 AM February 7th with temperatures in the low to mid the 20s. The snow quickly became moderate to heavy at times before changing to sleet and freezing rain between 1:00 and 3:00 PM that afternoon. Freezing rain persisted through the afternoon before mixing with some plain rain during the evening as temperatures rose to 33 - 36 degrees. At the very end of the event, the precipitation changed back to a brief period of light snow, before ending between 9:00 and 11:00 PM that evening. The changing of precipitation types made this a very dense accumulation that was heavier than normal.",29163,Worcester,MA,01608,2018-02-07T09:00:00,2018-02-07T23:00:00,38841
Wintry Mix,3.3,3.3,,0.2,0.2,,,"Low Pressure Brings Wintry Mess February 7th. A steady snow entered the area between 10:00 and 11:00 AM February 7th with temperatures in the mid the 20s. The snow quickly became moderate to heavy at times before changing to sleet and freezing rain between 1:00 and 3:00 PM that afternoon. Freezing rain persisted through the evening before tapering off between 7:00 and 9:00 PM that evening. At the very end of the event, the precipitation changed back to a brief period of light snow. Temperatures rose to 33 - 35 degrees by the end of the event. The changing of precipitation types made this a very dense accumulation that was heavier than normal.",29163,Lowell,MA,01851,2018-02-07T09:00:00,2018-02-07T23:00:00,38859
Snow,6.0,6.0,,N/A,0,,,"Periods of Moderate to Heavy Snow February 17 - 18th. Steady snow entered the area between 8:00 and 9:00 PM February 17th. The snow quicky became moderate to heavy at times during the evening, with rates reaching 1"" per hour. The snow continued through the overnight, before ending between 6:00 and 8:00 AM February 18th. Temperatures ranged from 31 - 34 degrees throughout the event.",29441,Boston,MA,02111,2018-02-17T18:00:00,2018-02-18T08:00:00,38884
Snow,4.3,4.3,,N/A,0,,,"Periods of Moderate to Heavy Snow February 17 - 18th. Steady snow entered the area between 6:00 and 8:00 PM February 17th. The snow quicky became moderate to heavy at times during the evening, with rates reaching 1"" per hour. The snow continued through the overnight, before ending between 4:00 and 6:00 AM February 18th. Temperatures ranged from 27 - 31 degrees throughout the event.",29441,Springfield,MA,01103,2018-02-17T18:00:00,2018-02-18T08:00:00,38791
Snow,6.1,6.1,,N/A,0,,,"Periods of Moderate to Heavy Snow February 17 - 18th. Steady snow entered the area between 6:00 and 8:00 PM February 17th. The snow quicky became moderate to heavy at times during the evening, with rates reaching 1"" per hour. The snow continued through the overnight, before ending between 4:00 and 6:00 AM February 18th. Temperatures ranged from 26 - 30 degrees throughout the event.",29441,Worcester,MA,01608,2018-02-17T18:00:00,2018-02-18T08:00:00,38841
Snow,7.5,7.5,,N/A,0,,,"Periods of Moderate to Heavy Snow February 17 - 18th. Steady snow entered the area between 7:00 and 9:00 PM February 17th. The snow quicky became moderate to heavy at times during the evening, with rates reaching 1"" per hour. The snow continued through the overnight, before ending between 6:00 and 8:00 AM February 18th. Temperatures ranged from 31 - 34 degrees throughout the event.",29441,Lowell,MA,01851,2018-02-17T18:00:00,2018-02-18T08:00:00,38859
Snow,0.2,0.2,,N/A,0,,,"Snow Changes to Rain February 17 - 18th. Steady snow entered the area between 8:00 and 10:00 PM February 17th. The snow quicky became moderate at times during the evening, before changing to rain between 11:00 PM that evening and 1:00 AM February 18th. Temperatures began between 32 - 34 degrees, but rose to the upper 30s and lower 40s after the changeover.",29441,Barnstable Town,MA,02601,2018-02-17T18:00:00,2018-02-18T08:00:00,38988
Wintry Mix,0.6,0.6,,N/A,0,,,Rain and Sleet Changes to Snow February 22nd. A light mix of sleet and rain showers developed between 10:00 AM and 12:00 PM February 22nd with temperatures in the upper 30s. The rain/sleet changed to snow between 2:00 and 4:00 PM that afternoon as temperatures fell to 32 - 34 degrees. The snow came to an end between 6:00 and 8:00 PM that evening. Pavement accumulation was variable and generally less than colder surfaces.,29516,Boston,MA,02111,2018-02-22T09:00:00,2018-02-22T20:00:00,38884
Wintry Mix,0.6,0.6,,N/A,0,,,Rain and Sleet Changes to Snow February 22nd. A light mix of sleet and rain developed between 9:00 and 11:00 AM February 22nd with temperatures in the upper 30s. The rain/sleet changed to snow between 2:00 and 3:00 PM that afternoon as temperatures fell to 32 - 34 degrees. The snow came to an end between 5:00 and 7:00 PM. Pavement accumulation was variable and generally less than colder surfaces.,29516,Springfield,MA,01103,2018-02-22T09:00:00,2018-02-22T20:00:00,38791
Wintry Mix,0.8,0.8,,N/A,0,,,Rain and Sleet Changes to Snow February 22nd. A light mix of sleet and rain developed between 9:00 and 11:00 AM February 22nd with temperatures in the upper 30s. The rain/sleet changed to snow between 1:00 and 2:00 PM that afternoon as temperatures fell to 30 - 32 degrees. The snow came to an end between 6:00 and 8:00 PM. Pavement accumulation was variable and generally less than colder surfaces.,29516,Worcester,MA,01608,2018-02-22T09:00:00,2018-02-22T20:00:00,38841
Snow,1.2,1.2,,N/A,0,,,"Period of Snow February 22nd. Snow entered the area between 2:00 and 4:00  PM February 22nd, quickly becoming moderate to heavy at times.The snow came to an end between 5:00 and 7:00 PM that evening. Temperatures began between 34 - 38, but fell to 32 - 34 by the end of the event. Pavement accumulation was variable and generally less than colder surfaces.",29516,Lowell,MA,01851,2018-02-22T09:00:00,2018-02-22T20:00:00,38859
Wintry Mix,Scattered Coating,0.0,Scattered Coating,N/A,0,,,"Rain Ends as Brief Period of Wet Snow. Light rain and sleet entered the area between 3:00 and 5:00 PM February 22nd. As colder air moved in, the rain and sleet changed to wet snow between 5:00 and 7:00 PM that evening.Temperatures began in the upper 30s, but fell to near 32 by the end of the event.",29516,Barnstable Town,MA,02601,2018-02-22T09:00:00,2018-02-22T20:00:00,38988
Wintry Mix,Widely Scattered Coating,0.0,Widely Scattered Coating,N/A,0,,,Brief Wintry Mix Changes to Rain February 25th. A light mix of sleet and rain moved through the area between 5:00 and 8:00 AM February 25th with temperatures ranging from 34 - 37 degrees. Any precipitation changed to plain rain after 8:00 AM as temperatures warmed into the upper 30s.,29590,Boston,MA,02111,2018-02-25T04:00:00,2018-02-25T10:00:00,38884
Wintry Mix,0.2,0.2,,N/A,0,,,Wintry Mix Changes to Rain February 25th. Light snow entered the area between 5:00 and 6:00 AM February 25th with temperatures near 32 degrees. The snow quickly changed to sleet and freezing rain between 7:00 and 8:00 AM that morning. The freezing rain and sleet changed to plain rain after 8:00 - 10:00 AM as temperatures rose into the mid 30s.,29590,Worcester,MA,01608,2018-02-25T04:00:00,2018-02-25T10:00:00,38841
Wintry Mix,0.2,0.2,,N/A,0,,,Wintry Mix Changes to Rain February 25th. Light snow entered the area between 5:00 and 6:00 AM February 25th with temperatures near 32 degrees. The snow quickly changed to sleet and freezing rain between 7:00 and 8:00 AM that morning. The freezing rain and sleet changed to plain rain after 8:00 - 10:00 AM as temperatures rose into the mid 30s.,29590,Lowell,MA,01851,2018-02-25T04:00:00,2018-02-25T10:00:00,38859
Snow / Sleet,Widely Scattered Coating,0.0,Widely Scattered Coating,N/A,0,,,"Heavy Rain Mixes with Wet Snow March 2nd. A heavy, wind-driven rain mixed with wet snow between 8:00 PM March 2nd and 12:00 AM March 3rd. Temperatures ranged from 34 - 37 degrees during the mix. Northerly winds were extremely gusty through the period, reaching 55 - 65 mph at times.",29698,Boston,MA,02111,2018-03-02T00:00:00,2018-03-02T23:00:00,38884
Snow / Sleet,Widely Scattered Coating,0.0,Widely Scattered Coating,N/A,0,,,"Rain Mixes with Sleet and Wet Snow March 2nd. A mix of rain, snow, and sleet moved into the area between 12:00 and 2:00 AM March 2nd with temperatures in the mid 30s. Any mixture quickly changed to all rain between 5:00 and 7:00 AM that morning as temperatures rose into the upper 30s. As the precipitation exited during the afternoon and evening, the rain mixed with a bit of wet snow between 2:00 and 6:00 PM that same day. Strong northerly winds gusted to 45 - 55 mph at times during the storm.",29698,Springfield,MA,01103,2018-03-02T00:00:00,2018-03-02T23:00:00,38791
Snow / Sleet,0.5,0.5,,N/A,0,,,"Rain Mixes with Sleet and Wet Snow March 2nd. A mix of rain, snow, and sleet moved into the area between 1:00 and 3:00 AM March 2nd with temperatures in the mid 30s. Any mixture quickly changed to all rain between 4:00 and 7:00 AM that morning as temperatures rose into the upper 30s. As the precipitation was exiting during the evening, the rain mixed with, and changed to a period of wet snow between 8:00 PM that evening and 12:00 AM March 3rd. Strong northerly winds gusted to 45 - 55 mph at times during the storm.",29698,Worcester,MA,01608,2018-03-02T00:00:00,2018-03-02T23:00:00,38841
Snow / Sleet,Widely Scattered Coating,0.0,Widely Scattered Coating,N/A,0,,,"Rain Mixes with Sleet and Wet Snow March 2nd. A mix of rain, snow, and sleet moved into the area between 1:00 and 3:00 AM March 2nd with temperatures in the mid 30s. Any mixture quickly changed to all rain between 4:00 and 7:00 AM that morning as temperatures rose into the upper 30s. As the precipitation was exiting during the evening, the rain mixed with, and changed to a period of wet snow between 8:00 PM that evening and 12:00 AM March 3rd. Strong northerly winds gusted to 45 - 55 mph at times during the storm.",29698,Lowell,MA,01851,2018-03-02T00:00:00,2018-03-02T23:00:00,38859
Snow,0.7,0.7,,N/A,0,,,"Periods of Light to Moderate Snow March 4 - 5th. A period of light to moderate snow moved through the area between 11:00 PM March 4th and 7:00 AM March 5th. Temperatures began in the mid 30s, but fell to 32 by the end of the event.",29714,Boston,MA,02111,2018-03-04T12:00:00,2018-03-05T10:00:00,38884
Snow,0.3,0.3,,N/A,0,,,"Periods of Light to Moderate Snow March 4 - 5th. A steady light to moderate snow entered the area between 2:00 and 4:00 PM March 4th. The snow continued through the evening, becoming more intermittent through the overnight. The intermittent periods of light snow and flurries came to an end between 6:00 and 8:00 AM March 5th. Temperatures were steady between 32 - 35 degrees throughout the event.",29714,Springfield,MA,01103,2018-03-04T12:00:00,2018-03-05T10:00:00,38791
Snow,0.8,0.8,,N/A,0,,,"Periods of Light to Moderate Snow March 4 - 5th. A few periods of light snow moved through the area between 6:00 and 10:00 PM March 4th, the snow tapered to scattered flurries during the overnight hours. Another period of steady light to moderate snow moved through the area between 2:00 and 7:00 AM March 5th. Temperatures ranged from 28 - 32 degrees throughout the event.",29714,Worcester,MA,01608,2018-03-04T12:00:00,2018-03-05T10:00:00,38841
Snow,1.1,1.1,,N/A,0,,,"Periods of Light to Moderate Snow March 4 - 5th. After a few snow showers and flurries during the evening on March 4th, a steady light to moderate snow entered the area between 1:00 and 3:00 AM March 5th. The snow continued through 5:00 to 7:00 AM that same morning. Temperatures began in the mid 30s, but fell to 30 - 32 by the end of the event.",29714,Lowell,MA,01851,2018-03-04T12:00:00,2018-03-05T10:00:00,38859
